,fluxes
EX_arg__L_e_REV,0.0
EX_asp__L_e_REV,0.0
EX_cytd_e_REV,0.0
EX_dcyt_e_REV,0.0
EX_fum_e_REV,0.0
EX_glu__L_e_REV,0.0
EX_gua_e_REV,0.0
EX_met__L_e_REV,0.0
EX_metsox_S__L_e_REV,0.0
EX_crn_e_REV,0.0
EX_fe3_e_REV,0.0
EX_glcn_e_REV,0.0
EX_gln__L_e_REV,0.0
EX_glyc_e_REV,0.0
EX_man_e_REV,0.0
EX_mn2_e_REV,0.00037144699201638635
EX_rib__D_e_REV,0.0
EX_sbt__D_e_REV,0.0
EX_ura_e_REV,0.0
EX_val__L_e_REV,0.0
EX_xan_e_REV,0.0
EX_co2_e_REV,0.0
EX_hxan_e_REV,0.0
EX_ile__L_e_REV,0.0
EX_lac__L_e_REV,0.0
EX_leu__L_e_REV,0.0
EX_no3_e_REV,0.0
EX_orn_e_REV,0.0
EX_pro__L_e_REV,0.0
EX_pyr_e_REV,0.0
EX_succ_e_REV,0.0
EX_thymd_e_REV,0.0
EX_tyr__L_e_REV,0.0
EX_btn_e_REV,0.0
EX_ptrc_e_REV,0.0
EX_spmd_e_REV,0.0
EX_thym_e_REV,0.0
EX_xtsn_e_REV,0.0
EX_fe2_e_REV,0.11637387029252319
EX_glc__D_e_REV,10.0
EX_alltn_e_REV,0.0
EX_dgsn_e_REV,0.0
EX_arab__L_e_REV,0.0
EX_fru_e_REV,0.0
EX_gal_e_REV,0.0
EX_xyl__D_e_REV,0.0
EX_duri_e_REV,0.0
EX_for_e_REV,0.0
EX_gly_e_REV,0.0
EX_h2_e_REV,0.0
EX_lys__L_e_REV,0.0
EX_ser__L_e_REV,0.0
EX_thm_e_REV,0.0
EX_trp__L_e_REV,0.0
EX_din_e_REV,0.0
EX_fmn_e_REV,0.0
EX_gthox_e_REV,0.0
EX_acald_e_REV,0.0
EX_melib_e_REV,0.0
EX_sucr_e_REV,0.0
EX_tre_e_REV,0.0
EX_zn2_e_REV,0.00018330452138579992
EX_tmao_e_REV,0.0
EX_26dap__M_e_REV,0.0
EX_acnam_e_REV,0.0
EX_amp_e_REV,0.0
EX_dha_e_REV,0.0
EX_fuc__L_e_REV,0.0
EX_glyald_e_REV,0.0
EX_rmn_e_REV,0.0
EX_ttdca_e_REV,0.0
EX_glyclt_e_REV,0.0
EX_g6p_e_REV,0.0
EX_2ddglcn_e_REV,0.0
EX_galct__D_e_REV,0.0
EX_idon__L_e_REV,0.0
EX_indole_e_REV,0.0
EX_3hcinnm_e_REV,0.0
EX_acmana_e_REV,0.0
EX_galur_e_REV,0.0
EX_but_e_REV,0.0
EX_cbl1_e_REV,0.0
EX_gbbtn_e_REV,0.0
EX_tma_e_REV,0.0
EX_malttr_e_REV,0.0
EX_hdcea_e_REV,0.0
EX_nmn_e_REV,0.0
EX_urea_e_REV,0.0
EX_f6p_e_REV,0.0
EX_lac__D_e_REV,0.0
EX_ttdcea_e_REV,0.0
EX_h2s_e_REV,0.0
EX_gthrd_e_REV,0.0
EX_met__D_e_REV,0.0
EX_tartr__L_e_REV,0.0
EX_taur_e_REV,0.0
EX_maltpt_e_REV,0.0
EX_glcur_e_REV,0.0
EX_mmet_e_REV,0.0
DM_amob_c_REV,0.0
EX_mg2_e_REV,0.004663245522058107
EX_acac_e_REV,0.0
EX_adn_e_REV,0.0
EX_ins_e_REV,0.0
EX_glyc3p_e_REV,0.0
EX_lcts_e_REV,0.0
EX_nac_e_REV,0.0
EX_ocdca_e_REV,0.0
EX_dad_2_e_REV,0.0
EX_ser__D_e_REV,0.0
EX_gam6p_e_REV,0.0
EX_15dap_e_REV,0.0
EX_ocdcea_e_REV,0.0
EX_cynt_e_REV,0.0
EX_galctn__D_e_REV,0.0
EX_glyb_e_REV,0.0
GLUtex_REV,1000.0
GLYtex_REV,0.0
GLYALDtex_REV,0.0
GLYBtex_REV,0.0
GLYCtex_REV,1000.0
GLYC3Ptex_REV,0.0
GLYCLTtex_REV,1000.0
GTPtex_REV,0.0
GUAtex_REV,0.0
Htex_REV,15.550527605260374
H2tex_REV,0.0
H2Otex_REV,1000.0
O2tpp_REV,984.6490068311784
PYRt2rpp_REV,1000.0
XANtpp_REV,0.0
DAPtex_REV,0.0
12PPDStex_REV,0.0
DDGLCNtex_REV,0.0
26DAHtex_REV,0.0
HCINNMtex_REV,0.0
HPPPNtex_REV,0.0
ACtex_REV,1000.0
ACALDtex_REV,0.0
ACMANAtex_REV,0.0
SUCFUMtpp_REV,0.0
TARTRt7pp_REV,0.0
EX_ca2_e_REV,0.002797947313234864
EX_so3_e_REV,0.0
AKGt2rpp_REV,0.0
EX_ascb__L_e_REV,0.0
EX_ala_B_e_REV,0.0
EX_agm_e_REV,0.0
EX_minohp_e_REV,0.0
EX_ppt_e_REV,0.0
EX_hxa_e_REV,0.0
EX_lyx__L_e_REV,0.0
EX_acmum_e_REV,0.0
EX_dca_e_REV,0.0
EX_all__D_e_REV,0.0
EX_octa_e_REV,0.0
EX_xylu__L_e_REV,0.0
EX_gdp_e_REV,0.0
EX_gtp_e_REV,0.0
THMDt2pp_copy2_REV,0.0
TRPt2rpp_REV,1000.0
TYRt2rpp_REV,0.0
URIt2pp_copy2_REV,0.0
XTSNt2rpp_REV,0.0
EX_fruur_e_REV,0.0
GALtex_REV,0.0
GALCTtex_REV,0.0
GALCTNtex_REV,0.0
GALTtex_REV,0.0
GALURtex_REV,0.0
ACACt2pp_REV,0.0
EX_ch4_e_REV,0.0
GAMtex_REV,0.0
GBBTNtex_REV,0.0
ARBt2rpp_REV,1000.0
CO2tpp_REV,11.998351307078565
DHAtpp_REV,0.0
ARGAGMt7pp_REV,0.0
ASNt2rpp_REV,1000.0
HIStex_REV,1000.0
HXAtex_REV,0.0
HYXNtex_REV,0.0
IDONtex_REV,0.0
ILEtex_REV,1000.0
INSTtex_REV,0.0
INStex_REV,0.0
Ktex_REV,0.0
D_LACtex_REV,0.0
FRULYStex_REV,0.0
EX_fad_e_REV,0.0
GALCTt2rpp_REV,0.0
ASPtex_REV,0.0
ACALDtpp_REV,0.0
ACt2rpp_REV,10.718685154019203
EX_fe3dcit_e_REV,0.0
EX_fe3hox_e_REV,0.0
EX_fecrm_e_REV,0.0
EX_feenter_e_REV,0.0
EX_feoxam_e_REV,0.0
EX_cbi_e_REV,0.0
EX_arbtn_fe3_e_REV,0.0
EX_cpgn_e_REV,0.0
EX_adocbl_e_REV,0.0
INDOLEtex_REV,0.0
L_LACtex_REV,0.0
ADEt2rpp_REV,1000.0
ADNt2pp_copy2_REV,1000.0
ALLTNt2rpp_REV,1000.0
GUAtpp_REV,1000.0
HYXNtpp_REV,1000.0
GLCRtex_REV,0.0
GLCNtex_REV,0.0
GLCURtex_REV,1000.0
GLNtex_REV,0.0
O2tex_REV,0.0
EX_ppa_e_REV,0.0
OCTAtex_REV,0.0
ORNtex_REV,0.0
EX_ni2_e_REV,0.0001736286228962269
EX_no_e_REV,0.0
FUCtpp_REV,0.0
CYTDt2pp_copy2_REV,1000.0
DDGLCNt2rpp_REV,0.0
RMNtex_REV,0.0
EX_meoh_e_REV,0.0
PHEtex_REV,0.0
PItex_REV,999.4814761256393
EX_cu2_e_REV,0.0003811228905306052
EX_pheme_e_REV,0.0
PNTOtex_REV,0.0
PPPNtex_REV,0.0
PPTtex_REV,0.0
PTRCtex_REV,1000.0
PYRtex_REV,0.0
DSERtex_REV,0.0
SERtex_REV,0.0
SO4tex_REV,0.0
SPMDtex_REV,0.0
SUCCtex_REV,0.0
SUCRtex_REV,0.0
TARTRtex_REV,0.0
TAURtex_REV,0.0
THRtex_REV,0.0
THMDtex_REV,0.0
METDtex_REV,0.0
METtex_REV,0.0
MNLtex_REV,0.0
NAtex_REV,0.0
NACtex_REV,1000.0
NH4tex_REV,0.0
BUTtex_REV,0.0
CHLtex_REV,0.0
CO2tex_REV,16.497955899077105
CRNtex_REV,0.0
DINStex_REV,0.0
DMStex_REV,0.0
CSNtex_REV,0.0
CYNTtex_REV,0.0
CYStex_REV,0.0
CYTDtex_REV,1000.0
DCAtex_REV,0.0
DCYTtex_REV,0.0
DGSNtex_REV,1000.0
LCTStex_REV,0.0
LEUtex_REV,1000.0
LYStex_REV,0.0
LYXtex_REV,0.0
MANtex_REV,0.0
MAN6Ptex_REV,0.0
MELIBtex_REV,0.0
DMSOtex_REV,0.0
DURItex_REV,0.0
EX_mal__D_e_REV,0.0
FRUtex_REV,0.0
FUCtex_REV,0.0
FUMtex_REV,1000.0
FE2tex_REV,0.0
NMNtex_REV,0.0
NO2tex_REV,1000.0
BUTt2rpp_REV,1000.0
GDPtex_REV,0.0
EX_cobalt2_e_REV,1.3438747902184746e-05
TMAtex_REV,0.0
TMAOtex_REV,0.0
TREtex_REV,0.0
TRPtex_REV,0.0
TSULtex_REV,0.0
TYRtex_REV,1000.0
URAtex_REV,0.0
UREAtex_REV,0.0
URItex_REV,0.0
VALtex_REV,0.0
XANtex_REV,0.0
XYLtex_REV,0.0
ABUTtex_REV,0.0
EX_mso3_e_REV,0.0
EX_23camp_e_REV,0.0
EX_23cgmp_e_REV,0.0
EX_23cump_e_REV,0.0
EX_3amp_e_REV,0.0
EX_3gmp_e_REV,0.0
EX_3ump_e_REV,0.0
EX_glyc__R_e_REV,0.0
EX_eca4colipa_e_REV,0.0
EX_sel_e_REV,0.0
EX_hg2_e_REV,0.0
23CAMPtex_REV,0.0
23CCMPtex_REV,0.0
23CUMPtex_REV,0.0
23CGMPtex_REV,0.0
3AMPtex_REV,0.0
3CMPtex_REV,0.0
ETHSO3tex_REV,0.0
BUTSO3tex_REV,0.0
LIPOtex_REV,0.0
GALBDtex_REV,0.0
SULFACtex_REV,0.0
EX_sulfac_e_REV,0.0
EX_butso3_e_REV,0.0
EX_ethso3_e_REV,0.0
NOtex_REV,0.0
NOtpp_REV,1000.0
N2Otpp_REV,0.0
N2Otex_REV,0.0
CRNt2rpp_REV,0.0
CRNDt2rpp_REV,0.0
CTBTt2rpp_REV,0.0
PACALDt2rpp_REV,0.0
PEAMNtex_REV,0.0
PACALDtex_REV,0.0
CYANtex_REV,0.0
SO3tex_REV,0.0
TCYNTtex_REV,0.0
METSOX1tex_REV,0.0
METSOX2tex_REV,0.0
3UMPtex_REV,0.0
3GMPtex_REV,0.0
FALDtpp_REV,1000.0
EX_tym_e_REV,0.0
EX_imp_e_REV,0.0
DOPAtex_REV,0.0
4HOXPACDtex_REV,0.0
ETHAtex_REV,0.0
G3PStex_REV,0.0
ACGAL1Ptex_REV,0.0
ACGALtex_REV,0.0
GLCUR1Ptex_REV,0.0
UDPGLCURtex_REV,0.0
ISETACtex_REV,0.0
UDPGtex_REV,0.0
UDPGALtex_REV,0.0
ACGAM1Ptex_REV,1000.0
UACGAMtex_REV,0.0
UDPACGALtex_REV,0.0
MSO3tex_REV,0.0
GLYC2Ptex_REV,0.0
PSERtex_REV,0.0
R5Ptex_REV,0.0
THRPtex_REV,0.0
TYRPtex_REV,0.0
CITtex_REV,0.0
ACGAtex_REV,0.0
EX_cd2_e_REV,0.0
IDONt2rpp_REV,0.0
G6Ptex_REV,0.0
MOBDtex_REV,0.0
NI2tex_REV,0.0
L_LACt2rpp_REV,0.0
EX_fe3hox_un_e_REV,0.0
EX_23dappa_e_REV,0.0
NH4tpp_REV,994.1945065979887
NO2t2rpp_REV,0.0
PROt2rpp_REV,1000.0
EX_enter_e_REV,0.0
EX_fecrm_un_e_REV,0.0
EX_cgly_e_REV,0.0
EX_chtbs_e_REV,0.0
EX_gmp_e_REV,0.0
EX_h2o2_e_REV,0.0
EX_ump_e_REV,0.0
EX_pydam_e_REV,0.0
H2O2tex_REV,0.0
ADEtex_REV,0.0
ADNtex_REV,0.0
AGMtex_REV,0.0
ALAtex_REV,0.0
BALAtex_REV,0.0
DALAtex_REV,1000.0
AMPtex_REV,0.0
ARBtex_REV,0.0
ARGtex_REV,0.0
ASCBtex_REV,0.0
MMETtex_REV,0.0
FE3tex_REV,0.10774028109024363
MG2tex_REV,0.0
Zn2tex_REV,0.0
CD2tex_REV,0.0
GLUABUTt7pp_REV,1000.0
GLUt2rpp_REV,1000.0
GLYALDtpp_REV,0.0
EX_etha_e_REV,0.0
ASO3tex_REV,0.0
MANGLYCtex_REV,0.0
EX_frulys_e_REV,0.0
FRUURt2rpp_REV,1000.0
FRUURtex_REV,0.0
GLYCAt2rpp_REV,1000.0
GLYCAtex_REV,0.0
EX_enlipa_e_REV,0.0
EX_hacolipa_e_REV,0.0
GLYCtpp_REV,0.0
H2Otpp_REV,1000.0
HCINNMt2rpp_REV,0.0
HISt2rpp_REV,1000.0
COBALT2tex_REV,0.0
FALGTHLs_REV,0.0
DIMPtex_REV,0.0
GALURt2rpp_REV,0.0
GLCNt2rpp_REV,0.0
GLCRt2rpp_REV,1000.0
GLCURt2rpp_REV,0.0
EX_h2o_e_REV,0.0
EX_ala__D_e_REV,0.0
XTSNtex_REV,0.0
EX_hdca_e_REV,0.0
EX_glcr_e_REV,0.0
UREAtpp_REV,0.0
PPPNt2rpp_REV,0.0
PTRCORNt7pp_REV,1000.0
HG2tex_REV,0.0
EX_mnl_e_REV,0.0
DADNtex_REV,0.0
DHAtex_REV,0.0
ETOHtex_REV,1000.0
EX_asn__L_e_REV,0.0
EX_mal__L_e_REV,0.0
EX_no2_e_REV,0.0
ACACtex_REV,0.0
ACNAMtex_REV,0.0
H2Stex_REV,1000.0
EX_nh4_e_REV,5.80549340201128
EX_ddca_e_REV,0.0
EX_r5p_e_REV,0.0
EX_glyc2p_e_REV,0.0
EX_malt_e_REV,0.0
4PEPTtex_REV,0.0
EX_pnto__R_e_REV,0.0
GLYCLTt2rpp_REV,1000.0
HPPPNt2rpp_REV,0.0
EX_cit_e_REV,0.0
EX_gam_e_REV,0.0
EX_inost_e_REV,0.0
EX_mobd_e_REV,1000.0
EX_so4_e_REV,0.13536581987020951
EX_phe__L_e_REV,0.0
EX_thr__L_e_REV,0.0
EX_uri_e_REV,0.0
EX_halipa_e_REV,0.0
EX_cmp_e_REV,0.0
EX_malthx_e_REV,0.0
EX_csn_e_REV,0.0
EX_etoh_e_REV,0.0
EX_his__L_e_REV,0.0
EX_k_e_REV,0.10492598077084588
EX_na1_e_REV,0.0
ARGORNt7pp_REV,0.0
EX_dmso_e_REV,0.0
EX_12ppd__S_e_REV,0.0
EX_pppn_e_REV,0.0
EX_acgam1p_e_REV,0.0
EX_galt_e_REV,0.0
CU2tex_REV,999.9996188771095
CLtex_REV,0.0
EX_glcur1p_e_REV,0.0
EX_thrp_e_REV,0.0
EX_pydxn_e_REV,0.0
EX_cys__L_e_REV,0.0
EX_gsn_e_REV,0.0
EX_orot_e_REV,0.0
PROtex_REV,0.0
SBTtex_REV,0.0
AKGtex_REV,0.0
ALLTNtex_REV,0.0
ASNtex_REV,0.0
EX_o2_e_REV,15.377928239094103
EX_gal_bD_e_REV,0.0
EX_dump_e_REV,0.0
EX_o2s_e_REV,0.0
EX_gal1p_e_REV,0.0
EX_dcmp_e_REV,0.0
EX_23ccmp_e_REV,0.0
EX_3cmp_e_REV,0.0
EX_skm_e_REV,0.0
EX_ag_e_REV,0.0
EX_cys__D_e_REV,0.0
EX_acser_e_REV,0.0
EX_cu_e_REV,0.0
EX_arbtn_e_REV,0.0
EX_dopa_e_REV,0.0
EX_hom__L_e_REV,0.0
EX_LalaDgluMdapDala_e_REV,0.0
EX_LalaDgluMdap_e_REV,0.0
EX_anhgm_e_REV,0.0
EX_fald_e_REV,0.0
TYMtex_REV,1000.0
EX_g3pe_e_REV,0.0
EX_pacald_e_REV,0.0
CMPtex_REV,0.0
DUMPtex_REV,0.0
XMPtex_REV,0.0
3PEPTtex_REV,0.0
ANHGMtex_REV,0.0
FALDtex_REV,0.0
CYSDtex_REV,0.0
EX_acgal_e_REV,0.0
EX_so2_e_REV,0.0
EX_dms_e_REV,0.0
G3PItex_REV,0.0
G3PGtex_REV,0.0
G3PEtex_REV,0.0
G3PCtex_REV,0.0
EX_acgal1p_e_REV,0.0
EX_cyan_e_REV,0.0
EX_tyrp_e_REV,0.0
EX_uacgam_e_REV,0.0
EX_udpacgal_e_REV,0.0
EX_udpg_e_REV,0.0
EX_udpgal_e_REV,0.0
EX_udpglcur_e_REV,0.0
EX_14glucan_e_REV,0.0
EX_pser__L_e_REV,0.0
EX_aso3_e_REV,0.0
EX_tcynt_e_REV,0.0
EX_fe3dhbzs_e_REV,0.0
EX_feoxam_un_e_REV,0.0
EX_g3pc_e_REV,0.0
EX_g3pg_e_REV,0.0
EX_g3pi_e_REV,0.0
EX_g3ps_e_REV,0.0
EX_peamn_e_REV,0.0
EX_34dhpac_e_REV,0.0
DAMPtex_REV,0.0
DCMPtex_REV,1000.0
DGMPtex_REV,0.0
DTMPtex_REV,0.0
GMPtex_REV,0.0
IMPtex_REV,0.0
UMPtex_REV,0.0
G1Ptex_REV,0.0
SKMtex_REV,0.0
MNtex_REV,0.0
GAL1Ptex_REV,0.0
O2Stex_REV,0.0
EX_xmp_e_REV,0.0
EX_damp_e_REV,0.0
EX_dimp_e_REV,0.0
EX_isetac_e_REV,0.0
HOMtex_REV,0.0
SO2tex_REV,0.0
SO2tpp_REV,0.0
ACSERtex_REV,0.0
ALAALAtex_REV,1000.0
MALtex_REV,0.0
NO3tex_REV,0.0
HEXt2rpp_REV,0.0
EX_dgmp_e_REV,0.0
EX_4hoxpacd_e_REV,0.0
GSNtex_REV,0.0
FORtex_REV,1000.0
D_LACt2pp_REV,1000.0
RIBtex_REV,1000.0
THMtex_REV,0.0
XYLUtex_REV,0.0
EX_manglyc_e_REV,0.0
ALLtex_REV,0.0
EX_metsox_R__L_e_REV,0.0
34dhpactex_REV,0.0
12PPDStpp_REV,1000.0
EX_cl_e_REV,0.002797947313234864
H2tpp_REV,0.0
23DAPPAtex_REV,0.0
EX_3hpppn_e_REV,0.0
EX_man6p_e_REV,0.0
EX_tsul_e_REV,0.0
PHEt2rpp_REV,1000.0
EX_n2o_e_REV,0.0
EX_maltttr_e_REV,0.0
EX_lipoate_e_REV,0.0
EX_pydx_e_REV,0.0
EX_g1p_e_REV,0.0
GLCtex_copy2_REV,990.0
DM_oxam_c_REV,0.0
EX_alaala_e_REV,0.0
EX_dtmp_e_REV,0.0
DM_5drib_c_REV,0.0
12PPDRtpp_REV,0.0
PPALtex_REV,0.0
CA2tex_REV,0.0
CUtex_REV,0.0
12PPDRtex_REV,0.0
F6Ptex_REV,0.0
GAMAN6Ptex_REV,1000.0
ACONIs_REV,0.0
PPALtpp_REV,0.0
PROGLYtex_REV,0.0
EX_progly_e_REV,0.0
EX_12ppd__R_e_REV,0.0
CGLYtex_REV,1000.0
EX_urate_e_REV,0.0
GTHOXtex_REV,0.0
EX_cpgn_un_e_REV,0.0
GTHRDtex_REV,0.0
EX_tartr__D_e_REV,0.0
EX_tungs_e_REV,0.0
EX_crn__D_e_REV,0.0
EX_psclys_e_REV,0.0
TUNGStex_REV,0.0
DM_aacald_c_REV,0.0
CAt6pp_REV,0.002797947313234864
5DGLCNt2rpp_REV,0.0
GALCTNLtex_REV,0.0
EX_galctn__L_e_REV,0.0
MALDtex_REV,0.0
OROTtex_REV,0.0
5DGLCNtex_REV,0.0
EX_5dglcn_e_REV,0.0
PPAtex_REV,0.0
PSCLYStex_REV,0.0
THYMtex_REV,0.0
MG2t3_2pp_REV,0.0
EX_ppal_e_REV,0.0
EX_slnt_e_REV,0.0
RFAMPtex_REV,0.0
MINCYCtex_REV,0.0
DOXRBCNtex_REV,0.0
ETOHtrpp_REV,1000.0
CMtex_REV,0.0
LALALGLUtex_REV,0.0
5MTRtex_REV,0.0
LALADGLUtex_REV,0.0
3HPPtex_REV,0.0
EX_LalaDglu_e_REV,0.0
EX_LalaLglu_e_REV,0.0
EX_ttrcyc_e_REV,0.0
EX_mincyc_e_REV,0.0
DM_4crsol_c_REV,0.0
EX_doxrbcn_e_REV,0.0
EX_fusa_e_REV,0.0
EX_cm_e_REV,0.0
EX_novbcn_e_REV,0.0
FUSAtex_REV,0.0
NOVBCNtex_REV,0.0
EX_rfamp_e_REV,0.0
QUIN2tex_REV,0.0
EX_quin_e_REV,0.0
EX_3hpp_e_REV,0.0
DM_mththf_c_REV,0.0
MEOHtrpp_REV,1.0750998321747794e-06
SELtex_REV,0.0
MEOHtex_REV,1.0750998321747794e-06
EX_5mtr_e_REV,0.0
TTRCYCtex_REV,0.0
SLNTtex_REV,0.0
CH4tex_REV,0.0
TARTRDtex_REV,0.0
BTNtex_REV,0.0
EX_arbt_e_REV,0.0
DMSOtpp_REV,0.0
PYDXtex_REV,0.0
SUCASPtpp_REV,1000.0
SUCMALtpp_REV,0.0
PYDXNtex_REV,0.0
PYDAMtex_REV,0.0
SUCTARTtpp_REV,0.0
CHTBStex_REV,0.0
QUIN2tpp_REV,0.0
CRNDtex_REV,0.0
DXYLONtpp_REV,0.0
DXYLONtex_REV,0.0
PSURItex_REV,0.0
DHPStex_REV,0.0
FMNtex_REV,1000.0
EX_dxylnt_e_REV,0.0
CLBtex_REV,0.0
EX_mththf_e_REV,0.0
4ABZGLUtr_REV,0.0
GLYtpp_REV,1000.0
FADtex_REV,1000.0
2DGLCtex_REV,0.0
SQtex_REV,0.0
EX_dhps_e_REV,0.0
URATEtex_REV,0.0
EX_cs1_e_REV,0.0
EX_mepn_e_REV,0.0
INOSTO_REV,1000.0
Ftex_REV,0.0
CYSItex_REV,0.0
EX_sq_e_REV,0.0
CS1tex_REV,0.0
MEPNtex_REV,0.0
EX_4abzglu_e_REV,0.0
4ABZGLUtex_REV,0.0
EX_metglcur_e_REV,0.0
METGLCURtex_REV,0.0
AI2tex_REV,0.0
EX_2dglc_e_REV,0.0
ASPtpp_REV,0.0
FUMt1pp_REV,1000.0
SUCCt1pp_REV,0.0
arm_ALATA_D2,0.0
ALATA_D2No1,0.0
ALATA_D2No2,0.0
SHCHD2No1,0.00011987363128748794
CPPPGONo1,0.00011987363128748792
GTHOrNo1,0.10739257225006615
DHORD5No1,0.012466297531614661
GLYCTO2No1,0.0
GLYCTO3No1,0.0
GLYCTO4No1,0.0
PFK_3No1,0.0
TRPS2No1,0.0
arm_G3PD5,0.0
G3PD5No1,0.0
G3PD5No2,0.0
arm_LEUTAi,0.2421829012447678
LEUTAiNo1,0.2421829012447678
LEUTAiNo2,0.0
SHK3DrNo1,0.20487048646931064
G5SDNo1,0.11882809670069795
arm_ALATA_L2,0.0
ALATA_L2No1,0.0
ALATA_L2No2,0.0
MAN6PINo1,0.0
APRAURNo1,0.00023974726215267392
DB4PSNo1,0.00047949452430534785
RBFKNo1,0.00011987363086518599
arm_ACP1_FMN,0.0
ACP1_FMNNo1,0.0
ACP1_FMNNo2,0.0
ACP1_FMNNo3,0.0
RBFSbNo1,0.00023974726215267392
DMATTNo1,0.00014943887667229438
GRTTNo1,0.00014943887667229438
UPP3SNo1,0.00023974726257497588
UPPDC1No1,0.00011987363128748792
TMDPPNo1,0.0
arm_HCO3E,1000.0
HCO3ENo1,0.0
HCO3ENo2,1000.0
IMPCNo1,0.0
IMPDNo1,0.13074719098968854
arm_ECOAH4,0.19130326413721832
ECOAH4No1,0.19130326413721832
ECOAH4No2,0.0
GLUTRSNo1,0.001917978100599807
TMPPPNo1,0.00011987363128748794
URIK1No1,0.0
URIK2No1,0.0
CYTDK1No1,0.0
CYTDK2No1,0.0
XPPTNo1,0.0
arm_HXPRT,0.0
HXPRTNo1,0.0
HXPRTNo2,0.0
arm_NDPK5,37.70204692043564
NDPK5No1,0.0
NDPK5No2,37.70204692043564
DHORTSNo1,0.0
OMPDCNo1,0.17781882449207842
CSNo1,0.6135795385428015
ICDHyrNo1,0.6135795385428015
arm_ACALD,1000.0
ACALDNo1,1000.0
ACALDNo2,0.0
ACSNo1,0.0
arm_PPA,1.8822648884632196
PPANo1,0.0
PPANo2,1.8822648884632196
PPANo3,0.0
PPCKNo1,0.0
ME1No1,0.0
arm_ALAR,0.022406155602354583
ALARNo1,0.022406155602354583
ALARNo2,0.0
arm_ALATA_L,0.0
ALATA_LNo1,0.0
ALATA_LNo2,0.0
arm_XYLK,0.0
XYLKNo1,0.0
XYLKNo2,0.0
RBKNo1,0.0
GLYKNo1,0.0
PPMNo1,0.0
arm_ASPTA,0.0
ASPTANo1,0.0
ASPTANo2,0.0
arm_FBP,0.0
FBPNo1,0.0
FBPNo2,0.0
FBPNo3,0.0
FBPNo4,0.0
GLGCNo1,0.0
arm_PYK,0.10923306860728965
PYKNo1,0.10923306860728965
PYKNo2,0.0
arm_A5PISO,0.4628412712715365
A5PISONo1,0.08303018486988875
A5PISONo2,0.37981108640164774
IPPMIbNo1,0.0
arm_ACHBS,0.15617383957095327
ACHBSNo1,0.0
ACHBSNo2,0.15617383957095327
arm_ACLS,0.47001590748061517
ACLSNo1,0.3770859219718097
ACLSNo2,0.09292998550880549
PSCVTNo1,0.20487048646931064
ANSNo1,0.030555949880155496
ANPRTNo1,0.030555949880155496
arm_CHORM,0.17383504206400452
CHORMNo1,0.0
CHORMNo2,0.17383504206400452
CHORSNo1,0.20487048646931064
IGPSNo1,0.030555949880155496
arm_ECOAH6,0.14946897946765603
ECOAH6No1,0.14946897946765603
ECOAH6No2,0.0
ENONo1,28.81878919479062
arm_FBA,3.9629010019983437
FBANo1,2.623449237376128
FBANo2,1.3394517646222157
MGSANo1,0.0
PPSNo1,0.0
PGINo1,3.85091446114471
PGKNo1,415.10819532782904
EDANo1,0.0
PGLNo1,6.149085538855266
RPENo1,1000.0
arm_TALA,2.567786501088192
TALANo1,2.567786501088192
TALANo2,0.0
arm_TKT1,1.9436534244048185
TKT1No1,0.0
TKT1No2,1.9436534244048185
G6PDANo1,0.0
arm_ALCD2x,0.0
ALCD2xNo1,0.0
ALCD2xNo2,0.0
arm_ALDD2y,0.0
ALDD2yNo1,0.0
ALDD2yNo2,0.0
ALDD2yNo3,0.0
ALDD2yNo4,0.0
ALDD2yNo5,0.0
RMINo1,0.0
FMNATNo1,0.00011987363086518599
arm_NADDP,0.0
NADDPNo1,0.0
NADDPNo2,0.0
arm_NMNAT,0.0
NMNATNo1,0.0
NMNATNo2,0.0
arm_HMPK1,0.0
HMPK1No1,0.0
HMPK1No2,0.0
arm_NDPK6,0.0
NDPK6No1,0.0
NDPK6No2,0.0
arm_NDPK8,0.0
NDPK8No1,0.0
NDPK8No2,0.0
PYNP2rNo1,0.0
arm_DURIPP,0.0
DURIPPNo1,0.0
DURIPPNo2,0.0
PTRCTANo1,0.0
arm_CYSDS,0.0
CYSDSNo1,0.0
CYSDSNo2,0.0
TRPAS2No1,0.0
arm_NDP3,0.0
NDP3No1,0.0
NDP3No2,0.0
arm_PMDPHT,0.00023974726215267392
PMDPHTNo1,0.00023974726215267392
PMDPHTNo2,0.0
ILETANo1,0.0
VALTANo1,0.0
ORPTNo1,999.8221811755079
RBFSaNo1,0.00047949452430534785
DHAD2No1,0.15617383957095327
arm_G1PP,0.0
G1PPNo1,0.0
G1PPNo2,0.0
G1PPNo3,0.0
arm_PFL,5.451540380084062
PFLNo1,5.451540380084062
PFLNo2,0.0
PFLNo3,0.0
PFLNo4,0.0
FRD2No1,0.0
FRD3No1,0.0
POXNo1,0.0
arm_PTAr,1000.0
PTArNo1,0.0
PTArNo2,1000.0
arm_ACKr,9.503393824811425
ACKrNo1,9.503393824811425
ACKrNo2,0.0
ACKrNo3,0.0
MOATNo1,0.010458571167396256
UDCPDPSNo1,2.9565245384806474e-05
USHDNo1,0.010458571167396256
LPADSSNo1,0.010458571167396256
TDSKNo1,0.010458571167396256
arm_NTPP1,0.0
NTPP1No1,0.0
NTPP1No2,0.0
arm_NTPP2,0.0
NTPP2No1,0.0
NTPP2No2,0.0
